 data_id  name                         qp_set  dataset_name  width  height 
 1750     45cabd2ad2d70de0             QP0     OpenImages    1024   768    
 1751     8caeb6148231782c             QP0     OpenImages    768    960    
 1752     f5c2a80a21ddb78c             QP0     OpenImages    1024   683    
 1753     57f93297d1dc6cc3             QP0     OpenImages    612    1024   
 1754     65b553591a183347             QP0     OpenImages    1024   768    
 1755     27c41bbdb49d6f5f             QP0     OpenImages    1024   683    
 1756     a05603bc3be03098             QP0     OpenImages    1024   685    
 1757     1de0a8a623b557b8             QP0     OpenImages    768    1024   
 1758     61faad366bafac06             QP0     OpenImages    1024   1024   
 1759     2fd31c13d1a5fdb3             QP0     OpenImages    681    1024   
 1760     a2a92bd27e544d3e             QP0     OpenImages    1024   769    
 1761     a735a2e96daa4240             QP0     OpenImages    710    1024   
 1762     6bb27c02dad3b13f             QP0     OpenImages    1024   768    
 1763     ed073ecae60a50e8             QP0     OpenImages    683    1024   
 1764     ab7ebd97843c83ae             QP0     OpenImages    1024   768    
 1765     4f8462474f651fdd             QP0     OpenImages    1024   589    
 1766     300deb052677b547             QP0     OpenImages    1024   838    
 1767     56da6bd244150809             QP0     OpenImages    1024   768    
 1768     e7bfeee92878d937             QP0     OpenImages    1024   552    
 1769     09c2df4262078932             QP0     OpenImages    1024   680    
 1770     1be2707882bb962e             QP0     OpenImages    1024   768    
 1771     335197067b30029e             QP0     OpenImages    1024   678    
 1772     061deef53b6c8df3             QP0     OpenImages    1024   680    
 1773     9c82a5c9d884f154             QP0     OpenImages    819    1024   
 1774     8d20cbeffcd4f7dc             QP0     OpenImages    768    1024   
 1775     4caa7f161916628e             QP0     OpenImages    1024   768    
 1776     802ff881b3da6970             QP0     OpenImages    768    1024   
 1777     54458d749b2ffba1             QP0     OpenImages    1024   646    
 1778     75d6acb7efa9fa5d             QP0     OpenImages    1024   683    
 1779     d9320663692bd2b4             QP0     OpenImages    1024   598    
 1780     f87c796360471052             QP0     OpenImages    728    1024   
 1781     4cf84aa31d937833             QP0     OpenImages    1024   928    
 1782     dead6bc1e76b3b5a             QP0     OpenImages    1024   448    
 1783     012dc31b561d4214             QP0     OpenImages    1024   768    
 1784     02f5d2bc887486c6             QP0     OpenImages    1024   680    
 1785     b19b0ed41580dafd             QP0     OpenImages    1024   683    
 1786     2a50424b3263655e             QP0     OpenImages    700    1024   
 1787     c751656c6c488ce4             QP0     OpenImages    1024   592    
 1788     a606bd1e45ec4fcd             QP0     OpenImages    768    1024   
 1789     89e130962a99e112             QP0     OpenImages    683    1024   
 1790     e6bc20d0f64744b5             QP0     OpenImages    1024   765    
 1791     ea424c29e1023859             QP0     OpenImages    1024   768    
 1792     6eea32d0b97025a4             QP0     OpenImages    1024   683    
 1793     d958bcedf6ed3ce3             QP0     OpenImages    1024   768    
 1794     fdef6eed1051dd32             QP0     OpenImages    1024   683    
 1795     1904def4db553499             QP0     OpenImages    1024   707    
 1796     34613a5792f95dbb             QP0     OpenImages    1024   683    
 1797     39fb462f5b52da45             QP0     OpenImages    1024   1024   
 1798     ab9758e7c313796f             QP0     OpenImages    1024   682    
 1799     04074e1fe2f511b2             QP0     OpenImages    1024   683    
 1800     57b384fbd06eca16             QP0     OpenImages    1024   683    
 1801     50a91a10bab87897             QP0     OpenImages    1024   573    
 1802     de12b04d613c2057             QP0     OpenImages    1024   768    
 1803     bfedd89139de8483             QP0     OpenImages    1024   768    
 1804     9dd1050146b26439             QP0     OpenImages    1024   668    
 1805     9659e2d1a4884bb6             QP0     OpenImages    1024   678    
 1806     e145ce78ff504edb             QP0     OpenImages    1024   1024   
 1807     971db95a917f8511             QP0     OpenImages    1024   673    
 1808     c62de2640f49c261             QP0     OpenImages    1024   685    
 1809     5d6db82b8eeb448f             QP0     OpenImages    1024   683    
 1810     54b036d14624ffeb             QP0     OpenImages    1024   678    
 1811     28a7c5694f411835             QP0     OpenImages    1024   683    
 1812     0b03865ae0bc7ba9             QP0     OpenImages    1024   683    
 1813     a546bcfd139eaeba             QP0     OpenImages    996    1024   
 1814     02760ace01bd113f             QP0     OpenImages    683    1024   
 1815     a52079c6cc4050cd             QP0     OpenImages    1024   768    
 1816     dda97f6ea6576edb             QP0     OpenImages    1024   680    
 1817     1770255aee50fce6             QP0     OpenImages    1024   768    
 1818     289f1f28a9a9dc28             QP0     OpenImages    1024   803    
 1819     8f1ea5e11dbc40e5             QP0     OpenImages    1024   679    
 1820     e59d9777cf60df56             QP0     OpenImages    1024   683    
 1821     d1ef645e3687eb31             QP0     OpenImages    1024   612    
 1822     99fb20e84c9a0513             QP0     OpenImages    1024   768    
 1823     f0960541ceea9059             QP0     OpenImages    1024   1024   
 1824     e1d466120477e143             QP0     OpenImages    1024   768    
 1825     1caf078c6f6cbfed             QP0     OpenImages    1024   683    
 1826     22009267df1eef43             QP0     OpenImages    765    1024   
 1827     5e54dafdaa3040a6             QP0     OpenImages    1024   683    
 1828     c12b5ebde7e7494e             QP0     OpenImages    1024   681    
 1829     570304f8e56c90cd             QP0     OpenImages    1024   680    
 1830     afff1c4085074186             QP0     OpenImages    1024   1024   
 1831     4ea4346aeeabb5b6             QP0     OpenImages    1024   400    
 1832     fdf90530521378ad             QP0     OpenImages    683    1024   
 1833     79b3c51ea3a30b98             QP0     OpenImages    1024   683    
 1834     c3955eabb2b204ee             QP0     OpenImages    1024   576    
 1835     69c2e674c0cba5cf             QP0     OpenImages    1024   768    
 1836     5b96d8d5453b6e1c             QP0     OpenImages    1024   1024   
 1837     934645379fe657e1             QP0     OpenImages    1024   751    
 1838     d9e9a8b9befb3f51             QP0     OpenImages    683    1024   
 1839     91e2c3b37ed44a87             QP0     OpenImages    1024   683    
 1840     af164c23e3b1379c             QP0     OpenImages    1024   683    
 1841     f0e809748a226951             QP0     OpenImages    1024   633    
 1842     12694590af82e202             QP0     OpenImages    1024   768    
 1843     172a9a6ce2fd2fe8             QP0     OpenImages    1024   768    
 1844     1940cd43500581cd             QP0     OpenImages    681    1024   
 1845     ed2fcee42f94162d             QP0     OpenImages    777    1024   
 1846     51abf0c159205bae             QP0     OpenImages    776    1024   
 1847     9780cee3e9efd950             QP0     OpenImages    1024   768    
 1848     95c11dbb3f5ebe2e             QP0     OpenImages    768    1024   
 1849     fb5c9fd76e9e00c3             QP0     OpenImages    1024   681    
 1850     8a7c172790f00b16             QP0     OpenImages    1024   768    
 1851     1ca31caadd6eee48             QP0     OpenImages    1024   692    
 1852     0b6edfb096fad378             QP0     OpenImages    683    1024   
 1853     b0ccd81cd1aa504a             QP0     OpenImages    1024   575    
 1854     f001554921abd6af             QP0     OpenImages    858    768    
 1855     f99995f59d115697             QP0     OpenImages    1024   540    
 1856     e3ef758d52343111             QP0     OpenImages    1024   955    
 1857     948830ffee9f0dea             QP0     OpenImages    1024   639    
 1858     2f2039140c8b1f2b             QP0     OpenImages    768    1024   
 1859     c2b130ce03fcaf61             QP0     OpenImages    1024   680    
 1860     bde24144940e4c70             QP0     OpenImages    1024   685    
 1861     14151df48ade0d83             QP0     OpenImages    1024   768    
 1862     53801c100790b199             QP0     OpenImages    1024   1024   
 1863     71631731c0d63e45             QP0     OpenImages    768    1024   
 1864     6058e4ca71340d71             QP0     OpenImages    898    1024   
 1865     59c4a38173589711             QP0     OpenImages    884    1024   
 1866     b16abb313f3e4210             QP0     OpenImages    768    1024   
 1867     d91de41537cb764f             QP0     OpenImages    1024   764    
 1868     e27e575c922e7525             QP0     OpenImages    1024   1024   
 1869     d32bbcdf514946aa             QP0     OpenImages    1024   655    
 1870     55529c1ffeedac56             QP0     OpenImages    1024   684    
 1871     d37fcfc940030cd6             QP0     OpenImages    1024   575    
 1872     dc70d4ba179015ea             QP0     OpenImages    1024   768    
 1873     6d83767827cba4a3             QP0     OpenImages    691    1024   
 1874     32be46efa868b45a             QP0     OpenImages    1024   1024   
 1875     bc347b9d1c3e8f85             QP0     OpenImages    1024   681    
 1876     882baa60fef3affd             QP0     OpenImages    1024   577    
 1877     9bd423a48a11f8bb             QP0     OpenImages    683    1024   
 1878     52091ae4e804074f             QP0     OpenImages    768    768    
 1879     52c1e69c9a5c800b             QP0     OpenImages    1024   768    
 1880     da86303b90449816             QP0     OpenImages    1024   683    
 1881     caa59ce4f210e906             QP0     OpenImages    1024   768    
 1882     92932dacaaad1f48             QP0     OpenImages    741    1024   
 1883     9e65b70f0a3ebf49             QP0     OpenImages    1024   683    
 1884     bc6b86f27e8186c2             QP0     OpenImages    1024   683    
 1885     5b90c954e22d2af1             QP0     OpenImages    1024   678    
 1886     71e39dffdd233c81             QP0     OpenImages    1024   766    
 1887     cc94d1513871c552             QP0     OpenImages    1024   683    
 1888     828b00557888bbe1             QP0     OpenImages    1024   683    
 1889     c350de51c9fdbd43             QP0     OpenImages    1024   768    
 1890     2c209664cc9be9e6             QP0     OpenImages    768    1024   
 1891     faa0453ecfeb8ade             QP0     OpenImages    1024   768    
 1892     b70defe48cbb469c             QP0     OpenImages    1024   683    
 1893     ef3913a17f9fe68d             QP0     OpenImages    691    1024   
 1894     486be6f4be1dbde7             QP0     OpenImages    1024   651    
 1895     f848b29da934ae19             QP0     OpenImages    1024   763    
 1896     2c14a31c745afb64             QP0     OpenImages    1024   684    
 1897     0426e77df9964c27             QP0     OpenImages    1024   683    
 1898     f7f8f53e9c3069c4             QP0     OpenImages    1024   681    
 1899     15a16396c6dd9b84             QP0     OpenImages    1024   922    
 1900     03646bb2f288eaae             QP0     OpenImages    1024   685    
 1901     ba965d3fd74e1e61             QP0     OpenImages    1024   768    
 1902     205889aec8d947a1             QP0     OpenImages    1024   768    
 1903     4bf116ff301b761d             QP0     OpenImages    1024   683    
 1904     c78165afc346ece0             QP0     OpenImages    683    1024   
 1905     40baf16c268041eb             QP0     OpenImages    877    1024   
 1906     3a18c41d6a250c1a             QP0     OpenImages    1024   768    
 1907     784797f778334ea7             QP0     OpenImages    1024   768    
 1908     7ba272d1cada1ea6             QP0     OpenImages    684    1024   
 1909     ee55097d1850379c             QP0     OpenImages    777    768    
 1910     4b523b5b89444fcf             QP0     OpenImages    1024   705    
 1911     68a6b366ad1a361d             QP0     OpenImages    1024   682    
 1912     76dfcac149780f7c             QP0     OpenImages    1024   683    
 1913     4de90816189ce79b             QP0     OpenImages    1024   700    
 1914     ed28ea6eac94a2b9             QP0     OpenImages    1024   680    
 1915     a79c779bdbf817f4             QP0     OpenImages    1024   768    
 1916     8e1ab10d75d27bde             QP0     OpenImages    1024   768    
 1917     5a4707e75b288bc9             QP0     OpenImages    1024   1024   
 1918     15b2b388f617c007             QP0     OpenImages    683    1024   
 1919     bf671231fd9e7070             QP0     OpenImages    682    1024   
 1920     8aef3ea43444b082             QP0     OpenImages    1024   768    
 1921     b56c1e83147b4608             QP0     OpenImages    1024   768    
 1922     46977403aba9c410             QP0     OpenImages    1024   768    
 1923     80069e59bf108512             QP0     OpenImages    1024   684    
 1924     d7727b7fe703cfe9             QP0     OpenImages    1024   768    
 1925     143793332d1085a0             QP0     OpenImages    683    1024   
 1926     f8147eb749b0c878             QP0     OpenImages    681    1024   
 1927     d93f755cf12d6e3d             QP0     OpenImages    1024   685    
 1928     5748e8f05220519f             QP0     OpenImages    1024   767    
 1929     79445a6e49ee53b9             QP0     OpenImages    1024   683    
 1930     edecf3a6d569b7c9             QP0     OpenImages    683    1024   
 1931     e9502b3b8b3c926d             QP0     OpenImages    1024   680    
 1932     89dab8fd89d2985e             QP0     OpenImages    1024   683    
 1933     0d310470e38bcc92             QP0     OpenImages    1024   683    
 1934     ef0d8d1a8cee60ae             QP0     OpenImages    1024   904    
 1935     eadaca03d2d3109a             QP0     OpenImages    1024   517    
 1936     c79a52622d1083ce             QP0     OpenImages    1024   683    
 1937     b19073acd27ddea3             QP0     OpenImages    1024   768    
 1938     43af5611777d4f1c             QP0     OpenImages    964    1024   
 1939     2c79c6e855e43a45             QP0     OpenImages    1024   683    
 1940     2a509a3520ada9ca             QP0     OpenImages    1024   768    
 1941     21ed709cb17ad45e             QP0     OpenImages    1024   683    
 1942     8f469ba7d0aed544             QP0     OpenImages    1024   682    
 1943     41e12130140fc5b9             QP0     OpenImages    1024   683    
 1944     e865fb50fafbb374             QP0     OpenImages    1024   768    
 1945     c19ff6aa8fb8427d             QP0     OpenImages    1024   901    
 1946     75d869be38b6c2e7             QP0     OpenImages    1024   768    
 1947     f3d4fb242610a0c9             QP0     OpenImages    1024   681    
 1948     67124135d482c846             QP0     OpenImages    1024   685    
 1949     917b5e8abec2fdce             QP0     OpenImages    1024   683    
 1950     2e16ca7927b06bd4             QP0     OpenImages    1024   685    
 1951     7e560f3408e34d38             QP0     OpenImages    1024   683    
 1952     980fd8bbe9c33f12             QP0     OpenImages    1024   704    
 1953     e14d08276ee6391d             QP0     OpenImages    1024   683    
 1954     1ee26fb57cff4510             QP0     OpenImages    1024   768    
 1955     068921685a717645             QP0     OpenImages    1024   683    
 1956     ab8bdb9782029aed             QP0     OpenImages    1024   678    
 1957     6e7cbc79462cae83             QP0     OpenImages    1024   683    
 1958     8b2f7b06abe2b517             QP0     OpenImages    1024   768    
 1959     136f3389a1b90706             QP0     OpenImages    1024   683    
 1960     1d3f26dd5bbf60b9             QP0     OpenImages    1024   680    
 1961     f689020e098b9d10             QP0     OpenImages    1024   768    
 1962     1047925fd28f2b9f             QP0     OpenImages    1024   768    
 1963     775cbcfc9813d9b3             QP0     OpenImages    1024   768    
 1964     6256c91784bd439b             QP0     OpenImages    1024   768    
 1965     19d1c340dd7a4268             QP0     OpenImages    1024   768    
 1966     13117867bc5fc705             QP0     OpenImages    1024   768    
 1967     00e0a53e14bf2447             QP0     OpenImages    1024   768    
 1968     799bf1dd9b8dbfeb             QP0     OpenImages    1024   680    
 1969     a440ad32937fc9b1             QP0     OpenImages    683    1024   
 1970     6d6d60a2ea87c944             QP0     OpenImages    1024   765    
 1971     64f06deb7e7b6dde             QP0     OpenImages    680    1024   
 1972     89c33a590a062586             QP0     OpenImages    1024   683    
 1973     25beaca253df08d1             QP0     OpenImages    1024   1024   
 1974     50a8e0f047581eee             QP0     OpenImages    1024   768    
 1975     974c947453cc5783             QP0     OpenImages    1024   692    
 1976     0a7fbc1d68e4e5ae             QP0     OpenImages    1024   576    
 1977     f20f8ec0e28a20b7             QP0     OpenImages    819    1024   
 1978     b6f6668ab9204fe8             QP0     OpenImages    1024   683    
 1979     4c255e74648107e7             QP0     OpenImages    1024   768    
 1980     b1d6ef444903e180             QP0     OpenImages    1024   768    
 1981     6049dabe7006460a             QP0     OpenImages    681    1024   
 1982     26a214bf0adfd026             QP0     OpenImages    1024   768    
 1983     d9472b848228ba11             QP0     OpenImages    1024   683    
 1984     d0d5130bf995f3dd             QP0     OpenImages    1024   768    
 1985     f8234574d2285fbc             QP0     OpenImages    1024   655    
 1986     2c7c33000ef5796d             QP0     OpenImages    1024   768    
 1987     966d44c47effc043             QP0     OpenImages    683    1024   
 1988     4add9ec03810bc62             QP0     OpenImages    1024   834    
 1989     e1219c26f91bb005             QP0     OpenImages    683    1024   
 1990     377c634f1ee0e59f             QP0     OpenImages    1024   576    
 1991     2fac48be6d281bb3             QP0     OpenImages    683    1024   
 1992     5e5f88b7f8549dd3             QP0     OpenImages    1024   768    
 1993     c4d079292d390271             QP0     OpenImages    768    1024   
 1994     1f0c0b509013b719             QP0     OpenImages    692    1024   
 1995     b00fa3388621c078             QP0     OpenImages    1024   681    
 1996     ce9b4e6f163798d9             QP0     OpenImages    1024   681    
 1997     13913ca70068b188             QP0     OpenImages    1024   685    
 1998     245cf054e1982fe3             QP0     OpenImages    1024   805    
 1999     335f89d6ae4f6ac1             QP0     OpenImages    1024   768    
 2000     0ea657df47f0dcbb             QP0     OpenImages    1024   768    
 2001     28bd1f48bcaf6492             QP0     OpenImages    764    1024   
 2002     bc3ca3e8bf4b651b             QP0     OpenImages    1024   768    
 2003     4e7d84937f7fc9e6             QP0     OpenImages    683    1024   
 2004     9c5da2804d0c0ba1             QP0     OpenImages    686    1024   
 2005     607aea204c814a0b             QP0     OpenImages    1024   680    
 2006     363c92c6711e4380             QP0     OpenImages    1024   768    
 2007     e65ff405cbaa95aa             QP0     OpenImages    680    1024   
 2008     41daff74d5f52e69             QP0     OpenImages    1024   678    
 2009     79ca786dc67c9dbd             QP0     OpenImages    1024   768    
 2010     ee57ee7a37093f05             QP0     OpenImages    1024   768    
 2011     416573cfa754789f             QP0     OpenImages    1024   766    
 2012     47986358243d1ef5             QP0     OpenImages    684    1024   
 2013     6f5cbca4a53e763a             QP0     OpenImages    1024   768    
 2014     f3f246e843e6e9e8             QP0     OpenImages    1024   768    
 2015     ab7bce9aff99f766             QP0     OpenImages    1024   768    
 2016     9ff70a3ea47fffa4             QP0     OpenImages    1024   679    
 2017     c0786088c95b401b             QP0     OpenImages    1024   683    
 2018     83e48c35b3f13432             QP0     OpenImages    1024   683    
 2019     4ffe984820978979             QP0     OpenImages    1024   768    
 2020     e0c73f7d9789f527             QP0     OpenImages    1024   685    
 2021     b6ca5dcae42b416d             QP0     OpenImages    1024   616    
 2022     be9e6f893b0b89ee             QP0     OpenImages    1024   768    
 2023     058fb6cfa9a0874c             QP0     OpenImages    685    1024   
 2024     ad25703be6cd3833             QP0     OpenImages    1024   1024   
 2025     8dec9dacb9d75c64             QP0     OpenImages    1024   583    
 2026     ef43a27b20cff616             QP0     OpenImages    1024   714    
 2027     c33ea6106be50d75             QP0     OpenImages    1024   768    
 2028     9617a823ebb6ed65             QP0     OpenImages    1024   768    
 2029     200de26cc03b5d3c             QP0     OpenImages    1024   683    
 2030     5c856e54aa9ecb91             QP0     OpenImages    1024   768    
 2031     dd3a12bb8303f8dc             QP0     OpenImages    1024   683    
 2032     baff7751e2433963             QP0     OpenImages    1024   683    
 2033     ef703c8abfaca9b8             QP0     OpenImages    1024   746    
 2034     ded3804bb0a491a3             QP0     OpenImages    630    1024   
 2035     d55918cb4fa21410             QP0     OpenImages    1024   768    
 2036     6c304280c24a90f8             QP0     OpenImages    1024   579    
 2037     ac8ef71d383b8dfb             QP0     OpenImages    1024   1024   
 2038     e5723e27bbb2f231             QP0     OpenImages    1024   1024   
 2039     b30eb2fde5d2be45             QP0     OpenImages    1024   768    
 2040     2bc4b7e93340e09c             QP0     OpenImages    1024   768    
 2041     063842dba3fcd6e1             QP0     OpenImages    1024   683    
 2042     0fa11f7260ffa67e             QP0     OpenImages    683    1024   
 2043     94503f1b3932789b             QP0     OpenImages    1024   768    
 2044     ceb70e14842006be             QP0     OpenImages    1024   660    
 2045     5423e3ad141e9d16             QP0     OpenImages    1024   768    
 2046     79ca3f2ab67af190             QP0     OpenImages    1024   680    
 2047     235c87045206f042             QP0     OpenImages    1024   684    
 2048     e5c5d51c388cb8c7             QP0     OpenImages    1024   685    
 2049     9d74d81834eb7f0c             QP0     OpenImages    1024   683    
 2050     12b74f80e629d4db             QP0     OpenImages    1024   725    
 2051     b030ddc2c9bc117f             QP0     OpenImages    1024   683    
 2052     ab097bcf997e4a44             QP0     OpenImages    1024   684    
 2053     cba62e6391b8d6e1             QP0     OpenImages    1024   683    
 2054     148102552ec87de9             QP0     OpenImages    684    1024   
 2055     10a186513f22f35b             QP0     OpenImages    1024   828    
 2056     8d127c7b57e7ca6e             QP0     OpenImages    768    1024   
 2057     dae5b19765cd58bb             QP0     OpenImages    1024   670    
 2058     e79c15a7a0768fc7             QP0     OpenImages    1024   683    
 2059     87641b9eefaa84ad             QP0     OpenImages    1024   768    
 2060     51b2f60e6236fd05             QP0     OpenImages    1024   674    
 2061     b50e14a0661848e8             QP0     OpenImages    1024   678    
 2062     b7640a870db80373             QP0     OpenImages    1024   683    
 2063     82a56971b857df24             QP0     OpenImages    1024   516    
 2064     e1e863ea1a8d6ada             QP0     OpenImages    1024   683    
 2065     efd6e2c6544a1fff             QP0     OpenImages    1024   658    
 2066     3a443b2565e5a891             QP0     OpenImages    1024   768    
 2067     cb6cee09ed513c7d             QP0     OpenImages    1024   768    
 2068     277cebdd7ea37dc4             QP0     OpenImages    1024   768    
 2069     e74a86607d2d93ca             QP0     OpenImages    1024   683    
 2070     95cb7a8fde2e1170             QP0     OpenImages    1024   768    
 2071     8256e277c7f47797             QP0     OpenImages    1024   768    
 2072     8fd4047106292065             QP0     OpenImages    1024   718    
 2073     4eee4332933c5155             QP0     OpenImages    684    1024   
 2074     d461a1bc2f7955a6             QP0     OpenImages    1024   768    
 2075     529dfa4b841997ca             QP0     OpenImages    732    1024   
 2076     3ba4133ba97cc8c7             QP0     OpenImages    1024   683    
 2077     e78db8c474e6faf1             QP0     OpenImages    1024   799    
 2078     f28c3b624f35b3a9             QP0     OpenImages    1024   1024   
 2079     0b340a54d113070c             QP0     OpenImages    1024   680    
 2080     aef199d66371e318             QP0     OpenImages    1024   681    
 2081     90bfb292135a852e             QP0     OpenImages    1024   681    
 2082     58bfe4f1ce59d232             QP0     OpenImages    719    1024   
 2083     ba0269590f729b08             QP0     OpenImages    768    1024   
 2084     e3a105756dfc8062             QP0     OpenImages    1024   613    
 2085     d672a62768a6c629             QP0     OpenImages    1024   683    
 2086     2ce5288dc0979410             QP0     OpenImages    1024   1024   
 2087     46656d20fd91c2b0             QP0     OpenImages    1024   682    
 2088     6b3c677c958be8dc             QP0     OpenImages    683    1024   
 2089     8e72b9725bd214b9             QP0     OpenImages    1024   768    
 2090     3fbf3bd1c6910a78             QP0     OpenImages    758    1024   
 2091     a59e1fd0d2a32f3a             QP0     OpenImages    1024   1024   
 2092     a6076d1eda69f0f1             QP0     OpenImages    1024   683    
 2093     beb5e12fd1db5c16             QP0     OpenImages    683    1024   
 2094     739f43679fadf6b3             QP0     OpenImages    1024   680    
 2095     ccc1ffd2d3d5d2c9             QP0     OpenImages    1024   768    
 2096     a29f1d3f478214f5             QP0     OpenImages    1024   767    
 2097     9cbeb1c9be8ba868             QP0     OpenImages    1024   576    
 2098     1784438bf7d541cc             QP0     OpenImages    1024   678    
 2099     105a43452aedeeb7             QP0     OpenImages    1024   820    
 2100     dbdc6e817e33d92b             QP0     OpenImages    1024   576    
 2101     075e2e6882cc0bc6             QP0     OpenImages    1024   662    
 2102     f689f2cc49dff469             QP0     OpenImages    1024   683    
 2103     85dc1db81bd89572             QP0     OpenImages    1024   685    
 2104     bfe4e92a6abafe46             QP0     OpenImages    1024   680    
 2105     72ee2f15b5bdf139             QP0     OpenImages    1024   595    
 2106     121f6fedb3af41ba             QP0     OpenImages    1024   768    
 2107     53226f049404e36f             QP0     OpenImages    1024   685    
 2108     0d1b6422378e399c             QP0     OpenImages    1024   685    
 2109     843a3e70bd9293da             QP0     OpenImages    1024   647    
 2110     503de9852d32a7d2             QP0     OpenImages    1024   768    
 2111     563e3d7beab55806             QP0     OpenImages    1024   685    
 2112     2c8c4ffcc04bbf4d             QP0     OpenImages    594    1024   
 2113     b060bfc12a7f0656             QP0     OpenImages    1024   683    
 2114     c0762f4b3f97eaca             QP0     OpenImages    1024   678    
 2115     eeaa0230b2a8ca57             QP0     OpenImages    1024   768    
 2116     94aaae43e2524534             QP0     OpenImages    1024   648    
 2117     3626fef884c65ec7             QP0     OpenImages    1024   682    
 2118     5a5e7d6ce6eb8735             QP0     OpenImages    683    1024   
 2119     c6e7a60689d14870             QP0     OpenImages    676    1024   
 2120     a52f6f3295c54667             QP0     OpenImages    1024   576    
 2121     4a1e303bd4458b17             QP0     OpenImages    683    1024   
 2122     23388f028ae18ef9             QP0     OpenImages    1024   768    
 2123     0ee91c4938b6e7ee             QP0     OpenImages    765    1024   
 2124     450dc8db3bfee2c9             QP0     OpenImages    1024   730    
 2125     2198847783e240e7             QP0     OpenImages    1024   768    
 2126     ce3664b6c582a920             QP0     OpenImages    1024   576    
 2127     5ed7930dbc263c99             QP0     OpenImages    1024   683    
 2128     d2e62b59feafb628             QP0     OpenImages    1024   683    
 2129     9bd3e32a2337f9bc             QP0     OpenImages    1024   1024   
 2130     21103983bdec647e             QP0     OpenImages    1024   683    
 2131     c4155d526a29d2d6             QP0     OpenImages    1024   683    
 2132     c4e8395425f49d05             QP0     OpenImages    1024   683    
 2133     a9bd6d6253bfceaa             QP0     OpenImages    1024   731    
 2134     d81220e1f118cbd5             QP0     OpenImages    1024   683    
 2135     640cf0fa3d0519db             QP0     OpenImages    1024   768    
 2136     25d0c299e2d8d977             QP0     OpenImages    1024   768    
 2137     7e4174d6399e667a             QP0     OpenImages    1024   640    
 2138     85b541b4a2e88e8a             QP0     OpenImages    1024   681    
 2139     4c7e5c61e4ddb0c3             QP0     OpenImages    1024   683    
 2140     6cfd52ff1adf95a2             QP0     OpenImages    1024   768    
 2141     5415533b238cce4c             QP0     OpenImages    1024   768    
 2142     2f19d36e50707345             QP0     OpenImages    1024   828    
 2143     2f187eb60ee88bdb             QP0     OpenImages    789    1024   
 2144     2804142462174803             QP0     OpenImages    1003   1024   
 2145     164f6f826e8b1da8             QP0     OpenImages    1024   683    
 2146     cd6596ee44a1c584             QP0     OpenImages    1024   683    
 2147     a6f0dcb97eec6ba6             QP0     OpenImages    1024   683    
 2148     f33f358d1231a4fb             QP0     OpenImages    1024   680    
 2149     d7dd45f36bb9d1e7             QP0     OpenImages    1024   662    
 2150     535e3ba38aa05086             QP0     OpenImages    1024   1024   
 2151     068b26a89e45a77b             QP0     OpenImages    1024   768    
 2152     384f51993d101528             QP0     OpenImages    1024   768    
 2153     e3698dc53dab2b16             QP0     OpenImages    1024   768    
 2154     c75aee8a19c7ffac             QP0     OpenImages    1024   768    
 2155     5e6e0fee02c9b9d9             QP0     OpenImages    1024   768    
 2156     08c28ca29226a43b             QP0     OpenImages    1024   681    
 2157     733abfb024695849             QP0     OpenImages    683    1024   
 2158     9fc1d035c7b422ea             QP0     OpenImages    1024   768    
 2159     cb7d0aaec60918f4             QP0     OpenImages    1024   768    
 2160     d4f7a85da4ae63d3             QP0     OpenImages    638    1024   
 2161     302ab17223216c43             QP0     OpenImages    1024   683    
 2162     6ea72647c8d4f91f             QP0     OpenImages    1024   768    
 2163     22b47020c3f23138             QP0     OpenImages    1024   768    
 2164     e823885c5fe5400a             QP0     OpenImages    1024   760    
 2165     3175067fea28884e             QP0     OpenImages    1024   768    
 2166     75cfd112e424e3c9             QP0     OpenImages    1024   768    
 2167     6c3cdb32cbdc1d0e             QP0     OpenImages    1024   683    
 2168     ee11c526a82eb483             QP0     OpenImages    780    1024   
 2169     50e6913a3b4aba40             QP0     OpenImages    1024   453    
 2170     2499021935fff88f             QP0     OpenImages    1024   768    
 2171     6edd9667a2c59d9e             QP0     OpenImages    1024   659    
 2172     cf700b7b9b21abaa             QP0     OpenImages    1024   683    
 2173     24192241def08188             QP0     OpenImages    1024   683    
 2174     798307fafbf561ac             QP0     OpenImages    1024   685    
 2175     3184492d5235d598             QP0     OpenImages    680    1024   
 2176     095f5811dda803de             QP0     OpenImages    1024   683    
 2177     5e0ea9f7197c54ba             QP0     OpenImages    1024   683    
 2178     b2742f8a1bb52661             QP0     OpenImages    768    1024   
 2179     e8900b7ce86475c5             QP0     OpenImages    1024   682    
 2180     627ae5929f890dd9             QP0     OpenImages    1024   480    
 2181     d17a90592428389b             QP0     OpenImages    1024   1024   
 2182     09d45c49c4adbae4             QP0     OpenImages    1024   575    
 2183     b37aef35ec0ad8ce             QP0     OpenImages    1024   768    
 2184     93bf765552443f1a             QP0     OpenImages    1024   768    
 2185     a4c298c5f376de10             QP0     OpenImages    683    1024   
 2186     2a7764eb51a25e4f             QP0     OpenImages    1024   767    
 2187     707200a238efb28c             QP0     OpenImages    1024   642    
 2188     a5766e3ff1f5ea4a             QP0     OpenImages    1024   683    
 2189     b612eb164ee39eaf             QP0     OpenImages    1024   681    
 2190     b098f4ce07bc4c60             QP0     OpenImages    1024   549    
